classification,seller_institution_id,loanbook_ref,loan_id,party_id,party_role,principal_minor
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0025,SYN-A-GU-0025,LINKED_PARTY,23101534
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0026,SYN-A-BR-0026,BORROWER,22442084
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0026,SYN-A-CO-0026,CO_BORROWER,22442084
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0026,SYN-A-GU-0026,LINKED_PARTY,22442084
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0027,SYN-A-BR-0027,BORROWER,11026179
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0027,SYN-A-CO-0027,CO_BORROWER,11026179
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0027,SYN-A-GU-0027,LINKED_PARTY,11026179
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0028,SYN-A-BR-0028,BORROWER,9941585
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0028,SYN-A-CO-0028,CO_BORROWER,9941585
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0028,SYN-A-GU-0028,LINKED_PARTY,9941585
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0029,SYN-A-BR-0029,BORROWER,14393917
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0029,SYN-A-CO-0029,CO_BORROWER,14393917
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0029,SYN-A-GU-0029,LINKED_PARTY,14393917
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0030,SYN-A-BR-0030,BORROWER,14670233
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0030,SYN-A-CO-0030,CO_BORROWER,14670233
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0030,SYN-A-GU-0030,LINKED_PARTY,14670233
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0031,SYN-A-BR-0031,BORROWER,17575449
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0031,SYN-A-CO-0031,CO_BORROWER,17575449
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0031,SYN-A-GU-0031,LINKED_PARTY,17575449
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0032,SYN-A-BR-0032,BORROWER,16580430
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0032,SYN-A-CO-0032,CO_BORROWER,16580430
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0032,SYN-A-GU-0032,LINKED_PARTY,16580430
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0033,SYN-A-BR-0033,BORROWER,21469901
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0033,SYN-A-CO-0033,CO_BORROWER,21469901
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0033,SYN-A-GU-0033,LINKED_PARTY,21469901
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0034,SYN-A-BR-0034,BORROWER,20657394
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0034,SYN-A-CO-0034,CO_BORROWER,20657394
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0034,SYN-A-GU-0034,LINKED_PARTY,20657394
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0035,SYN-A-BR-0035,BORROWER,25097573
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0035,SYN-A-CO-0035,CO_BORROWER,25097573
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0035,SYN-A-GU-0035,LINKED_PARTY,25097573
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0036,SYN-A-BR-0036,BORROWER,8838563
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0036,SYN-A-CO-0036,CO_BORROWER,8838563
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0036,SYN-A-GU-0036,LINKED_PARTY,8838563
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0037,SYN-A-BR-0037,BORROWER,12590638
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0037,SYN-A-CO-0037,CO_BORROWER,12590638
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0037,SYN-A-GU-0037,LINKED_PARTY,12590638
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0038,SYN-A-BR-0038,BORROWER,11486454
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0038,SYN-A-CO-0038,CO_BORROWER,11486454
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0038,SYN-A-GU-0038,LINKED_PARTY,11486454
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0039,SYN-A-BR-0039,BORROWER,16097358
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0039,SYN-A-CO-0039,CO_BORROWER,16097358
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0039,SYN-A-GU-0039,LINKED_PARTY,16097358
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0040,SYN-A-BR-0040,BORROWER,14596421
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0040,SYN-A-CO-0040,CO_BORROWER,14596421
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0040,SYN-A-GU-0040,LINKED_PARTY,14596421
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0041,SYN-A-BR-0041,BORROWER,19391046
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0041,SYN-A-CO-0041,CO_BORROWER,19391046
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0041,SYN-A-GU-0041,LINKED_PARTY,19391046
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0042,SYN-A-BR-0042,BORROWER,19909386
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0042,SYN-A-CO-0042,CO_BORROWER,19909386
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0042,SYN-A-GU-0042,LINKED_PARTY,19909386
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0043,SYN-A-BR-0043,BORROWER,23409018
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0043,SYN-A-CO-0043,CO_BORROWER,23409018
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0043,SYN-A-GU-0043,LINKED_PARTY,23409018
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0044,SYN-A-BR-0044,BORROWER,22730911
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0044,SYN-A-CO-0044,CO_BORROWER,22730911
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0044,SYN-A-GU-0044,LINKED_PARTY,22730911
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0045,SYN-A-BR-0045,BORROWER,10874071
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0045,SYN-A-CO-0045,CO_BORROWER,10874071
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0045,SYN-A-GU-0045,LINKED_PARTY,10874071
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0046,SYN-A-BR-0046,BORROWER,9805281
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0046,SYN-A-CO-0046,CO_BORROWER,9805281
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0046,SYN-A-GU-0046,LINKED_PARTY,9805281
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0047,SYN-A-BR-0047,BORROWER,14220600
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0047,SYN-A-CO-0047,CO_BORROWER,14220600
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0047,SYN-A-GU-0047,LINKED_PARTY,14220600
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0048,SYN-A-BR-0048,BORROWER,14894091
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0048,SYN-A-CO-0048,CO_BORROWER,14894091
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0048,SYN-A-GU-0048,LINKED_PARTY,14894091
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0049,SYN-A-BR-0049,BORROWER,17862019
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0049,SYN-A-CO-0049,CO_BORROWER,17862019
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0049,SYN-A-GU-0049,LINKED_PARTY,17862019
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0050,SYN-A-BR-0050,BORROWER,16400763
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0050,SYN-A-CO-0050,CO_BORROWER,16400763
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0050,SYN-A-GU-0050,LINKED_PARTY,16400763
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0051,SYN-A-BR-0051,BORROWER,21267965
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0051,SYN-A-CO-0051,CO_BORROWER,21267965
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0051,SYN-A-GU-0051,LINKED_PARTY,21267965
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0052,SYN-A-BR-0052,BORROWER,20467945
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0052,SYN-A-CO-0052,CO_BORROWER,20467945
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0052,SYN-A-GU-0052,LINKED_PARTY,20467945
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0053,SYN-A-BR-0053,BORROWER,25404987
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0053,SYN-A-CO-0053,CO_BORROWER,25404987
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0053,SYN-A-GU-0053,LINKED_PARTY,25404987
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0054,SYN-A-BR-0054,BORROWER,9022669
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0054,SYN-A-CO-0054,CO_BORROWER,9022669
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0054,SYN-A-GU-0054,LINKED_PARTY,9022669
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0055,SYN-A-BR-0055,BORROWER,12425969
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0055,SYN-A-CO-0055,CO_BORROWER,12425969
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0055,SYN-A-GU-0055,LINKED_PARTY,12425969
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0056,SYN-A-BR-0056,BORROWER,11337571
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0056,SYN-A-CO-0056,CO_BORROWER,11337571
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0056,SYN-A-GU-0056,LINKED_PARTY,11337571
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0057,SYN-A-BR-0057,BORROWER,15914744
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0057,SYN-A-CO-0057,CO_BORROWER,15914744
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0057,SYN-A-GU-0057,LINKED_PARTY,15914744
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0058,SYN-A-BR-0058,BORROWER,14852488
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0058,SYN-A-CO-0058,CO_BORROWER,14852488
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0058,SYN-A-GU-0058,LINKED_PARTY,14852488
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0059,SYN-A-BR-0059,BORROWER,19686503
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0059,SYN-A-CO-0059,CO_BORROWER,19686503
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0059,SYN-A-GU-0059,LINKED_PARTY,19686503
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0060,SYN-A-BR-0060,BORROWER,19737803
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0060,SYN-A-CO-0060,CO_BORROWER,19737803
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0060,SYN-A-GU-0060,LINKED_PARTY,19737803
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0061,SYN-A-BR-0061,BORROWER,23205035
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0061,SYN-A-CO-0061,CO_BORROWER,23205035
