classification,seller_institution_id,loanbook_ref,loan_id,party_id,party_role,principal_minor
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0006,SYN-A-BR-0006,BORROWER,18946065
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0006,SYN-A-CO-0006,CO_BORROWER,18946065
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0007,SYN-A-BR-0007,BORROWER,22275503
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0008,SYN-A-BR-0008,BORROWER,21632946
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0009,SYN-A-BR-0009,BORROWER,10681557
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0010,SYN-A-BR-0010,BORROWER,9305789
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0011,SYN-A-BR-0011,BORROWER,13507199
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0012,SYN-A-BR-0012,BORROWER,14163621
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0013,SYN-A-BR-0013,BORROWER,16980584
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0014,SYN-A-BR-0014,BORROWER,16016537
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0015,SYN-A-BR-0015,BORROWER,20228399
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0016,SYN-A-BR-0016,BORROWER,19470390
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0017,SYN-A-BR-0017,BORROWER,24183168
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0018,SYN-A-BR-0018,BORROWER,8564628
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0019,SYN-A-BR-0019,BORROWER,12188432
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0020,SYN-A-BR-0020,BORROWER,10764143
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0021,SYN-A-BR-0021,BORROWER,15121765
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0022,SYN-A-BR-0022,BORROWER,14113558
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0023,SYN-A-BR-0023,BORROWER,18721526
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-2W-2025,SYN-A-LN-0024,SYN-A-BR-0024,BORROWER,19189899
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0001,SYN-B-BR-0001,BORROWER,16669239
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0001,SYN-B-CO-0001,CO_BORROWER,16669239
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0001,SYN-B-GU-0001,LINKED_PARTY,16669239
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0002,SYN-B-BR-0002,BORROWER,14822054
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0002,SYN-B-CO-0002,CO_BORROWER,14822054
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0002,SYN-B-GU-0002,LINKED_PARTY,14822054
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0003,SYN-B-BR-0003,BORROWER,20336901
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0003,SYN-B-CO-0003,CO_BORROWER,20336901
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0004,SYN-B-BR-0004,BORROWER,18620623
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0004,SYN-B-CO-0004,CO_BORROWER,18620623
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0005,SYN-B-BR-0005,BORROWER,23651049
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0006,SYN-B-BR-0006,BORROWER,23950686
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0007,SYN-B-BR-0007,BORROWER,27795097
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0008,SYN-B-BR-0008,BORROWER,26680633
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0009,SYN-B-BR-0009,BORROWER,15354738
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0010,SYN-B-BR-0010,BORROWER,12975677
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0011,SYN-B-BR-0011,BORROWER,18355937
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0012,SYN-B-BR-0012,BORROWER,18829285
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0013,SYN-B-BR-0013,BORROWER,22148588
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0014,SYN-B-BR-0014,BORROWER,20546467
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0015,SYN-B-BR-0015,BORROWER,25571750
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0016,SYN-B-BR-0016,BORROWER,24294912
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0017,SYN-B-BR-0017,BORROWER,29825907
SYNTHETIC_ONLY,demo-nbfc-ev-001,SYN-EV-3W-2025,SYN-B-LN-0018,SYN-B-BR-0018,BORROWER,12311652
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0001,SYN-C-BR-0001,BORROWER,21383771
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0001,SYN-C-CO-0001,CO_BORROWER,21383771
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0001,SYN-C-GU-0001,LINKED_PARTY,21383771
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0002,SYN-C-BR-0002,BORROWER,18737313
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0002,SYN-C-CO-0002,CO_BORROWER,18737313
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0002,SYN-C-GU-0002,LINKED_PARTY,18737313
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0003,SYN-C-BR-0003,BORROWER,25376133
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0003,SYN-C-CO-0003,CO_BORROWER,25376133
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0003,SYN-C-GU-0003,LINKED_PARTY,25376133
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0004,SYN-C-BR-0004,BORROWER,22965435
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0004,SYN-C-CO-0004,CO_BORROWER,22965435
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0005,SYN-C-BR-0005,BORROWER,28865454
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0005,SYN-C-CO-0005,CO_BORROWER,28865454
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0006,SYN-C-BR-0006,BORROWER,28955308
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0007,SYN-C-BR-0007,BORROWER,33314690
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0008,SYN-C-BR-0008,BORROWER,31728321
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0009,SYN-C-BR-0009,BORROWER,20027919
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0010,SYN-C-BR-0010,BORROWER,16645566
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0011,SYN-C-BR-0011,BORROWER,23204676
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0012,SYN-C-BR-0012,BORROWER,23494948
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0013,SYN-C-BR-0013,BORROWER,27316592
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0014,SYN-C-BR-0014,BORROWER,25076397
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0015,SYN-C-BR-0015,BORROWER,30915101
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0016,SYN-C-BR-0016,BORROWER,29119433
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0017,SYN-C-BR-0017,BORROWER,35468646
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0018,SYN-C-BR-0018,BORROWER,16058677
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0019,SYN-C-BR-0019,BORROWER,21801843
SYNTHETIC_ONLY,demo-nbfc-ev-002,SYN-EV-2W-2025,SYN-C-LN-0020,SYN-C-BR-0020,BORROWER,18492245
