loan_id,party_id,party_role,principal_minor
SYN-C-LN-0146,SYN-C-CO-0146,CO_BORROWER,14616249
SYN-C-LN-0147,SYN-C-BR-0147,BORROWER,19810962
SYN-C-LN-0147,SYN-C-CO-0147,CO_BORROWER,19810962
SYN-C-LN-0148,SYN-C-BR-0148,BORROWER,17929940
SYN-C-LN-0148,SYN-C-CO-0148,CO_BORROWER,17929940
SYN-C-LN-0149,SYN-C-BR-0149,BORROWER,23129743
SYN-C-LN-0149,SYN-C-CO-0149,CO_BORROWER,23129743
SYN-C-LN-0150,SYN-C-BR-0150,BORROWER,22636730
SYN-C-LN-0150,SYN-C-CO-0150,CO_BORROWER,22636730
SYN-C-LN-0151,SYN-C-BR-0151,BORROWER,26043312
SYN-C-LN-0152,SYN-C-BR-0152,BORROWER,24806781
SYN-C-LN-0153,SYN-C-BR-0153,BORROWER,15620338
SYN-C-LN-0154,SYN-C-BR-0154,BORROWER,13435830
SYN-C-LN-0155,SYN-C-BR-0155,BORROWER,18106327
SYN-C-LN-0156,SYN-C-BR-0156,BORROWER,18355097
SYN-C-LN-0157,SYN-C-BR-0157,BORROWER,21333383
SYN-C-LN-0158,SYN-C-BR-0158,BORROWER,19585293
SYN-C-LN-0159,SYN-C-BR-0159,BORROWER,24737382
SYN-C-LN-0160,SYN-C-BR-0160,BORROWER,22756550
SYN-C-LN-0161,SYN-C-BR-0161,BORROWER,27736825
SYN-C-LN-0162,SYN-C-BR-0162,BORROWER,12522754
SYN-C-LN-0163,SYN-C-BR-0163,BORROWER,17009900
SYN-C-LN-0164,SYN-C-BR-0164,BORROWER,14903778
SYN-C-LN-0165,SYN-C-BR-0165,BORROWER,19580086
SYN-C-LN-0166,SYN-C-BR-0166,BORROWER,17724229
SYN-C-LN-0167,SYN-C-BR-0167,BORROWER,22899353
SYN-C-LN-0168,SYN-C-BR-0168,BORROWER,22931050
SYN-C-LN-0169,SYN-C-BR-0169,BORROWER,26385000
SYN-C-LN-0170,SYN-C-BR-0170,BORROWER,24592990
SYN-C-LN-0171,SYN-C-BR-0171,BORROWER,15407602
SYN-C-LN-0172,SYN-C-BR-0172,BORROWER,13253248
SYN-C-LN-0173,SYN-C-BR-0173,BORROWER,18445146
SYN-C-LN-0174,SYN-C-BR-0174,BORROWER,18632435
SYN-C-LN-0175,SYN-C-BR-0175,BORROWER,21099871
SYN-C-LN-0176,SYN-C-BR-0176,BORROWER,19375079
SYN-C-LN-0177,SYN-C-BR-0177,BORROWER,24507971
SYN-C-LN-0178,SYN-C-BR-0178,BORROWER,23078038
SYN-C-LN-0179,SYN-C-BR-0179,BORROWER,28071652
SYN-C-LN-0180,SYN-C-BR-0180,BORROWER,12349535
